"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","1996",9.938461539,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","1997",10.062857143,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","1998",10.141898304,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","1999",10.240139892,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2000",10.4,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2001",10.504023719,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2002",11.573178066,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2003",11.549551326,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2004",10.930751235,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2005",10.954434624,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2006",10.9,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2007",11.232622951,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2008",11.032748864,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2009",10.7597447,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2010",11.384194562,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2011",10.864674416,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2012",10.82093797,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2013",10.631578947,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2014",10.772727273,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2015",11.3,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2016",10.901435407,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2017",10.912336842,
"NZL","CROPYIELD","MAIZE","TONNE_HA","A","2018",10.923249179,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",1.959183693,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",2.132075548,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",1.912280679,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",2.111111164,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",2.14814806,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",2.0930233,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",2.117647171,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",3.789473772,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",2.166666746,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1.583333373,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",2.333333254,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",2.347826004,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",2.739130497,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",2.782608748,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",2.782608748,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",2.826086998,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",2.826086998,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",2.826086998,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",2.826086998,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",2.826086998,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",3.478260756,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",3.043478251,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",3.043478251,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",3.043478251,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",3.043478251,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",3.043478251,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",3.043478251,
"COL","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",3.144118693,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",2.391304493,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",3.518518448,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",2.172413826,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",2.258064508,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",2.419354916,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",2.5,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1.739130378,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",2.375,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",4.133333206,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",2.647058725,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",2.347826004,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",3.166666746,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",2.833333254,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",1.666666627,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",0.966666639,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",1.566666722,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",1.033333302,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",1.133333325,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1.266666651,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",2.900000095,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",3.485714197,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",3.485714197,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",4.5,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",4.257143021,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",4.571428776,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",4.28571415,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",4.28571415,
"TUR","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",4.537817239,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","1990",1.270680666,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","1991",1.297018647,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","1992",1.326536417,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","1993",1.523658276,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","1994",1.533803821,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","1995",1.520833373,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","1996",1.592158318,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","1997",1.589141607,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","1998",1.62404418,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","1999",1.735427737,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2000",1.797250986,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2001",1.819461227,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2002",1.800835133,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2003",1.915186763,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2004",2.142113924,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2005",2.146107912,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2006",2.365907669,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2007",2.543863773,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2008",2.603595734,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2009",2.620824099,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2010",2.551699638,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2011",2.744566917,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2012",2.855546951,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2013",2.861978054,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2014",2.937921286,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2015",2.714477301,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2016",3.135715962,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2017",2.814814806,
"PHL","CROPYIELD","MAIZE","TONNE_HA","A","2018",2.958552095,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",1.09523809,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",1.666666627,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",1.805555582,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",2.259615421,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",1.362069011,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",1.269230723,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1.690476179,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",2.759999991,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",0.888888896,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1.613636375,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1.477272749,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",1.266666651,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",1.444444418,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",1.454545498,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",1.538461566,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",1.5,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",1.428571463,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",1.851851821,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1.407407403,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",1.222222209,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",1.259259224,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",1.288888931,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",1.288888931,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",1.333333373,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",1.333333373,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",1.333333373,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",1.296296239,
"IRN","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",1.348372352,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1.555090271,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",2.114090515,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",1.616742506,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",1.999908942,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",1.531854725,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",1.873997488,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",1.915786383,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1.702159828,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",1.94670868,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",1.863389642,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1.462593082,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1.948690533,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",1.476013459,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",2.213607326,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",1.68092229,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",2.099250701,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",2.007144297,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",2.337445568,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",1.892571942,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1.904761888,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",1.713610967,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",1.573547067,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",1.457770266,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",1.268911285,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",1.854730206,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",1.931659857,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",1.691735011,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",1.874490084,
"AUS","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",1.75,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","1990",2.545741325,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","1991",2.362459547,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","1992",2.517985612,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","1993",2.5,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","1994",2.485207101,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","1995",2.5,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","1996",2.450980392,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","1997",2.47706422,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","1998",2.446808511,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","1999",2.4,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2000",2.575342466,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2001",2.5,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2002",2.461538462,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2003",2.21875,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2004",2.5,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2005",2.516129032,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2006",2.194029851,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2007",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2008",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2009",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2010",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2011",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2012",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2013",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2014",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2015",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2016",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2017",1,
"JPN","CROPYIELD","MAIZE","TONNE_HA","A","2018",1,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",2.609801489,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",2.441806592,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",2.33687088,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",2.600481348,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",2.744732676,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",2.787889819,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",2.516237532,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",2.583710834,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",2.792164065,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",2.769820717,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",2.548317149,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1.529796988,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",2.281402618,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",2.167938203,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",2.593864508,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",2.7082046,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",2.885031635,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",2.301067008,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",2.79061402,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",2.53708295,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",2.9514576,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",2.873825762,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",3.029422275,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",2.880974141,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",2.706187643,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",2.899335578,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",2.965629589,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",2.629344419,
"CAN","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",2.844926296,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",1,
"MYS","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",1.034419219,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",0.5,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",0.5,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",0.714285731,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",1.166666627,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",1.5,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",1.166666627,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1.285714269,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",1.125,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",0.5,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",0.5,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",1.25,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",0.5,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",0.5,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",0.5,
"PAK","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",0.513289408,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",0.657693327,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",0.775743723,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",1.098888397,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",0.804378986,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",0.99165839,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",0.995413721,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",0.793161869,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",0.851816118,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",0.803988755,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",0.862306356,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",0.891666651,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",0.826923072,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",1.030303001,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",0.840579689,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",1.024999976,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",1.039473653,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",1.068181872,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",0.914893627,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",0.893617034,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",1.032258034,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",1.034146309,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",1.028037429,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",0.745762706,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",0.772727251,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",0.612068951,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",0.913043499,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",0.801886797,
"IND","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",0.889703794,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",1,
"SAU","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",1.027828511,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",2.010489511,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",2.121783897,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",1.838763542,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",2.092679747,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",1.811385828,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",1.412050954,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",1.142991092,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1.505744688,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",1.597838082,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",1.636568626,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1.462857143,
"MEX","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1.650406504,
